category,region_nam,total_load,load_1kMg,sum_total,sum_1kMg,percent_load,nutrient,aggregion_nam
Natural sources,Pacific Northwest,32300300.05474236,32.30030005474236,37038126.25795957,37.03812625795957,87.20824544357441,ss,Western
Natural sources,Souris-Red-Rainy,2574466.5805764,2.5744665805764,21744583.00318703,21.74458300318703,11.839576689969492,ss,Northeast through Midwest
Natural sources,Southern High Plains,3981779.4053725456,3.9817794053725457,45293507.96981861,45.293507969818606,8.791059875569387,ss,High Plains
Natural sources,Southwest Desert,30581577.558751926,30.581577558751924,31296481.492763974,31.296481492763974,97.71570508915725,ss,Western
Natural sources,Tennessee-Missouri,13865240.722805057,13.865240722805057,97902432.64575198,97.90243264575199,14.162304600718901,ss,Southeast
Natural sources,Texas,27627201.28892178,27.627201288921782,39238393.046015345,39.23839304601535,70.40859511377803,ss,Southeast
Other Human Sources,Atlantic Coast,3227588.785277788,3.227588785277788,15433851.841662217,15.433851841662216,20.912399693803064,ss,Southeast
Other Human Sources,California-Nevada,4651100.227480742,4.651100227480742,68074297.66352244,68.07429766352244,6.832388121681689,ss,Western
Other Human Sources,Central High Plains,7504383.5157923475,7.504383515792347,18494319.544547036,18.494319544547036,40.576694361296354,ss,High Plains
Other Human Sources,Central Rockies,2285234.59614367,2.28523459614367,95184917.54990008,95.18491754990008,2.40083687097344,ss,Western
Other Human Sources,Columbia-Snake,1135159.6468080909,1.135159646808091,21907644.65355383,21.907644653553827,5.181568647654447,ss,Western
Other Human Sources,Florida,208109.1375554978,0.2081091375554978,736856.1018678303,0.7368561018678302,28.242846470018957,ss,Southeast
Other Human Sources,Great Lakes,5375197.007014243,5.3751970070142425,20922907.317682397,20.922907317682398,25.690488063633243,ss,Northeast through Midwest
Other Human Sources,Gulf Coast,25818090.740807347,25.818090740807346,134222503.46627986,134.22250346627987,19.235292200680426,ss,Southeast
Other Human Sources,Midwest,21349715.102149133,21.349715102149133,131087873.714101,131.087873714101,16.286567549880523,ss,Northeast through Midwest
Other Human Sources,Mississippi Embayment,3907826.010992414,3.9078260109924137,30283104.393256985,30.283104393256984,12.904311130871223,ss,Southeast
Other Human Sources,Northeast,8049567.123423414,8.049567123423415,37481450.264352694,37.481450264352695,21.476135706197788,ss,Northeast through Midwest
Other Human Sources,Northern High Plains,17341187.541429807,17.341187541429807,34091964.89964587,34.09196489964587,50.86590811786837,ss,High Plains
Other Human Sources,Pacific Northwest,3387636.284859199,3.387636284859199,37038126.25795957,37.03812625795957,9.146348984463515,ss,Western
Other Human Sources,Souris-Red-Rainy,2300925.491442195,2.3009254914421953,21744583.00318703,21.74458300318703,10.581603202530747,ss,Northeast through Midwest
Other Human Sources,Southern High Plains,16509734.929302553,16.509734929302553,45293507.96981861,45.293507969818606,36.45055476891707,ss,High Plains
Other Human Sources,Southwest Desert,557042.4157228841,0.5570424157228842,31296481.492763974,31.296481492763974,1.779888310613055,ss,Western
Other Human Sources,Tennessee-Missouri,37787136.86277535,37.78713686277535,97902432.64575198,97.90243264575199,38.596729255445055,ss,Southeast
Other Human Sources,Texas,4315812.132819918,4.315812132819918,39238393.046015345,39.23839304601535,10.9989522959279,ss,Southeast
